,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,clean_text,flattened_hashtags
0,2021-06-18 17:55:49+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TelGlobalHealth: 🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen…",0.0,0.0,en,,ketuesriche,551,351,,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [102, 110]}]",Mass,"RT @TelGlobalHealth Africa is in the midst of a fullblown third wave of coronavirus the head of @WHOAFRO has warned

Cases have risen",#redresearch
1,2021-06-18 17:55:59+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.13333333333333333,0.45555555555555555,en,,Grid1949,66,92,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]","Edinburgh, Scotland",RT @globalhlthtwit Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know Hers is a desperate re,#WeCanDoThis
2,2021-06-18 17:56:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @NHSRDForum: Thank you @research2note for creating this amazing campaign &amp; turning social media #red4research today. @NHSRDFORUM is all…,0.3166666666666667,0.48333333333333334,en,,LeeTomlinson8,1195,1176,,['#redresearch'],"[{'screen_name': 'NHSRDForum', 'name': 'NHS R&D Forum', 'id': 1381499726, 'id_str': '1381499726', 'indices': [3, 14]}, {'screen_name': 'Research2note', 'name': 'Research2note', 'id': 734054113940508672, 'id_str': '734054113940508672', 'indices': [26, 40]}, {'screen_name': 'NHSRDForum', 'name': 'NHS R&D Forum', 'id': 1381499726, 'id_str': '1381499726', 'indices': [124, 135]}]",,RT @NHSRDForum Thank you @researchnote for creating this amazing campaign amp turning social media #redresearch today @NHSRDFORUM is all,#COVID
3,2021-06-18 17:56:10+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @HighWireTalk: Former Pfizer VP and Virologist, Dr. Michael Yeadon, is one of the most credentialed medical professionals speaking out a…",0.16666666666666666,0.16666666666666666,en,,RIPNY08,2666,2704,,[],"[{'screen_name': 'HighWireTalk', 'name': 'The HighWire', 'id': 851985789072408576, 'id_str': '851985789072408576', 'indices': [3, 16]}]",,RT @HighWireTalk Former Pfizer VP and Virologist Dr Michael Yeadon is one of the most credentialed medical professionals speaking out a,#Covid
4,2021-06-18 17:56:20+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PeterHotez: I think it’s important that we don’t sell COVAX short. It still has a lot going for it and is innovative in its design. But…,0.3,0.7666666666666666,en,,pash22,28250,30819,,[],"[{'screen_name': 'PeterHotez', 'name': 'Prof Peter Hotez MD PhD', 'id': 593289567, 'id_str': '593289567', 'indices': [3, 14]}]",United Kingdom,RT @PeterHotez I think its important that we dont sell COVAX short It still has a lot going for it and is innovative in its design But,#WeCanDoThis
5,2021-06-18 17:56:25+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…",0.6444444444444445,0.9111111111111111,en,,SandhraLee,759,4163,,"['#WeCanDoThis', '#COVID']","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]",USA,RT @CDCDirector Im pleased to welcome the #WeCanDoThis bus to Atlanta today Remember there are  easy ways to find a #COVID vaccine n,#COVID
6,2021-06-18 17:56:44+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @RealJoelSmalley: Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy…",5.551115123125783e-17,0.9,en,,neilwalton48,221,599,,[],"[{'screen_name': 'RealJoelSmalley', 'name': 'Joel Smalley 🌸', 'id': 1086212368575680512, 'id_str': '1086212368575680512', 'indices': [3, 19]}]",,RT @RealJoelSmalley Yet another amazingly qualified and courageous doctor Roger Hodkinson speaks out against the crazy government policy,#Cuban
7,2021-06-18 17:56:46+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @RealJoelSmalley: Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy…",5.551115123125783e-17,0.9,en,,Candide62,154,1102,,[],"[{'screen_name': 'RealJoelSmalley', 'name': 'Joel Smalley 🌸', 'id': 1086212368575680512, 'id_str': '1086212368575680512', 'indices': [3, 19]}]","Nord-Pas-de-Calais, France",RT @RealJoelSmalley Yet another amazingly qualified and courageous doctor Roger Hodkinson speaks out against the crazy government policy,#COVID
8,2021-06-18 17:56:46+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.13333333333333333,0.45555555555555555,en,,AnneCar51323293,115,2030,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",,RT @globalhlthtwit Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know Hers is a desperate re,#vaccines
9,2021-06-18 17:56:47+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @LongCovidNYC: It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then…",0.2787878787878788,0.38484848484848483,en,,DarkaDuna2014,94,144,,['#Covid'],"[{'screen_name': 'LongCovidNYC', 'name': 'LongCovidNYC', 'id': 1380775691621388288, 'id_str': '1380775691621388288', 'indices': [3, 16]}]","Bilbao, País Vasco",RT @LongCovidNYC It is really something to see new research coming out about damage to the brain heart and more from #Covid And then,#Covid
10,2021-06-18 17:56:52+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…",0.6444444444444445,0.9111111111111111,en,,Jmilio54,15,43,,"['#WeCanDoThis', '#COVID']","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]",,RT @CDCDirector Im pleased to welcome the #WeCanDoThis bus to Atlanta today Remember there are  easy ways to find a #COVID vaccine n,#Covid
11,2021-06-18 17:56:54+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MediccGail: BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with…,-0.1625,0.2375,en,,LilyWad75051099,474,361,,"['#Cuban', '#COVID', '#vaccines']","[{'screen_name': 'MediccGail', 'name': 'GailReedMEDICC', 'id': 785263274992529408, 'id_str': '785263274992529408', 'indices': [3, 14]}]",,RT @MediccGail BioCubaFarma says phase  clinical trial results for #Cuban #COVID #vaccines are due out in a few days Soberana with,#COVID
12,2021-06-18 17:56:58+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",THIS FIRST AID AGENT  NOTICED THAT MOST OF THE AGED PEOPLE HE TOOK CARE OF WERE VICTIMS OF STROKE AND LATER PASSED… https://t.co/iol4J5FQXo,0.1625,0.30833333333333335,en,,SammyEyong,14,80,False,[],[],,THIS FIRST AID AGENT  NOTICED THAT MOST OF THE AGED PEOPLE HE TOOK CARE OF WERE VICTIMS OF STROKE AND LATER PASSED httpstcoiolJFQXo,#COVID
13,2021-06-18 17:57:06+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @LongCovidNYC: It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then…",0.2787878787878788,0.38484848484848483,en,,trekkerteach12,7778,5990,,['#Covid'],"[{'screen_name': 'LongCovidNYC', 'name': 'LongCovidNYC', 'id': 1380775691621388288, 'id_str': '1380775691621388288', 'indices': [3, 16]}]",,RT @LongCovidNYC It is really something to see new research coming out about damage to the brain heart and more from #Covid And then,#Cuban
14,2021-06-18 17:57:12+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @YakiLopez: I guess this is what ethnic cleansing and apartheid look like…🤦🏻‍♂️ https://t.co/3eRJjOZF8W,0.0,0.0,en,,emet_news_press,9765,7035,False,[],"[{'screen_name': 'YakiLopez', 'name': 'Yaki Lopez 🇮🇱', 'id': 21575905, 'id_str': '21575905', 'indices': [3, 13]}]",Global,RT @YakiLopez I guess this is what ethnic cleansing and apartheid look like httpstcoeRJjOZFW,#COVID
15,2021-06-18 17:57:16+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Look how pathetically disrespectful the US is with the Pfizer distribution. Mere 400-480 while the others have hund… https://t.co/1KD2TVM0ak,-0.5,0.5,en,,edjimimi,371,605,,[],[],"Austin, TX",Look how pathetically disrespectful the US is with the Pfizer distribution Mere  while the others have hund httpstcoKDTVMak,#vaccines
16,2021-06-18 17:57:18+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @LongCovidNYC: It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then…",0.2787878787878788,0.38484848484848483,en,,SheriD17536431,470,1240,,['#Covid'],"[{'screen_name': 'LongCovidNYC', 'name': 'LongCovidNYC', 'id': 1380775691621388288, 'id_str': '1380775691621388288', 'indices': [3, 16]}]",Nashville,RT @LongCovidNYC It is really something to see new research coming out about damage to the brain heart and more from #Covid And then,#Covid
17,2021-06-18 17:57:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MoetiTshidi: Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urg…,0.175,0.275,en,,DuncanSteele8,48,74,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [3, 15]}]",,RT @MoetiTshidi Africa is in the midst of a full blown third wave The sobering trajectory of surging cases should rouse everyone into urg,#COVID
18,2021-06-18 17:57:20+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @WHO: @DrTedros ""Less than 2% of Africa’s population has been vaccinated.

Vaccines donated next year will be far too late for those who…",-0.09166666666666666,0.41666666666666663,en,,ChrisRamsden4,678,570,,[],"[{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [3, 7]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [9, 18]}]",Kent,"RT @WHO @DrTedros Less than  of Africas population has been vaccinated

Vaccines donated next year will be far too late for those who",#ERNReCONNET
19,2021-06-18 17:57:22+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @falcicchio: So glad to join training day for the DC #COVID19 Community Corps

They will be going door to door and attending events to e…",0.5,1.0,en,,stevenlwalker,5769,1848,,['#COVID'],"[{'screen_name': 'falcicchio', 'name': 'John J. Falcicchio', 'id': 44704488, 'id_str': '44704488', 'indices': [3, 14]}]",Bending stuff towards justice,"RT @falcicchio So glad to join training day for the DC #COVID Community Corps

They will be going door to door and attending events to e",#SLE
20,2021-06-18 17:57:24+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.13333333333333333,0.45555555555555555,en,,yuccaldo,1309,2618,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]","#mRNA/@pfizer 1.shot, 23.04",RT @globalhlthtwit Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know Hers is a desperate re,#COVID
21,2021-06-18 17:57:30+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @VaxHuntersCan: [MB] ☀️ WINNIPEG ☀️ 
Available mRNA vaccines!
📍 Scurfield Pharmacy (100 201 Scurfield Blvd)
📞 204-306-4459
💻 https://t.c…",-0.125,0.7,en,,LeahMochula,84,592,,[],"[{'screen_name': 'VaxHuntersCan', 'name': 'Vaccine Hunters Canada', 'id': 1373531468744552448, 'id_str': '1373531468744552448', 'indices': [3, 17]}]",,"RT @VaxHuntersCan MB  WINNIPEG  
Available mRNA vaccines
 Scurfield Pharmacy   Scurfield Blvd
 
 httpstc",#vaccines
22,2021-06-18 17:57:31+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @GebauerKen: @robinmonotti2 @RiseOfTheProles BTW🤔🤔Covid19 deaths are super inflated by a rigged PCR test! Using a survival rate of the C…,0.41666666666666663,0.6666666666666666,en,,siborg76,558,1684,,[],"[{'screen_name': 'GebauerKen', 'name': 'KMG6990', 'id': 1285443742107746305, 'id_str': '1285443742107746305', 'indices': [3, 14]}, {'screen_name': 'robinmonotti2', 'name': 'Robin Monotti 🌸', 'id': 20106357, 'id_str': '20106357', 'indices': [16, 30]}, {'screen_name': 'RiseOfTheProles', 'name': 'Rise up Canadians!', 'id': 809764232111783936, 'id_str': '809764232111783936', 'indices': [31, 47]}]","England, United Kingdom",RT @GebauerKen @robinmonotti @RiseOfTheProles BTWCovid deaths are super inflated by a rigged PCR test Using a survival rate of the C,#patientsinvolvement
23,2021-06-18 17:57:31+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.13333333333333333,0.45555555555555555,en,,DrRobinFawcett,85,110,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",London,RT @globalhlthtwit Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know Hers is a desperate re,#COVID
24,2021-06-18 17:57:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JillianHortonMD: That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone wh…,0.6000000000000001,0.575,en,,signpostpoetry,850,1827,,[],"[{'screen_name': 'JillianHortonMD', 'name': 'Jillian', 'id': 1167843938599952384, 'id_str': '1167843938599952384', 'indices': [3, 19]}]",Treaty One,RT @JillianHortonMD Thats great But there are now zero appointments available within a  hour driving radius of Winnipeg for anyone wh,#Afri
25,2021-06-18 17:57:40+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A free 6/23 webinar will review the state of #COVID19 in Brazil, India, and South Africa and explore what lessons w… https://t.co/a1SfPNXsJ6",0.4,0.8,en,,sharon_inouye,6100,1556,False,['#COVID'],[],United States,A free  webinar will review the state of #COVID in Brazil India and South Africa and explore what lessons w httpstcoaSfPNXsJ,#COVID
26,2021-06-18 17:57:42+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @MediccGail: BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with…,-0.1625,0.2375,en,,laureiropedro1,45,258,,"['#Cuban', '#COVID', '#vaccines']","[{'screen_name': 'MediccGail', 'name': 'GailReedMEDICC', 'id': 785263274992529408, 'id_str': '785263274992529408', 'indices': [3, 14]}]",,RT @MediccGail BioCubaFarma says phase  clinical trial results for #Cuban #COVID #vaccines are due out in a few days Soberana with,#COVID
27,2021-06-18 17:57:43+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MoetiTshidi: Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urg…,0.175,0.275,en,,yuccaldo,1309,2618,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [3, 15]}]","#mRNA/@pfizer 1.shot, 23.04",RT @MoetiTshidi Africa is in the midst of a full blown third wave The sobering trajectory of surging cases should rouse everyone into urg,#COVID
28,2021-06-18 17:57:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TelGlobalHealth: 🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen…",0.0,0.0,en,,Sportsmk,755,646,,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [102, 110]}]",texas,"RT @TelGlobalHealth Africa is in the midst of a fullblown third wave of coronavirus the head of @WHOAFRO has warned

Cases have risen",#WeCanDoThis
29,2021-06-18 17:57:48+00:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @LongCovidNYC: It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then…",0.2787878787878788,0.38484848484848483,en,,RGC_BPPA,2689,5003,,['#Covid'],"[{'screen_name': 'LongCovidNYC', 'name': 'LongCovidNYC', 'id': 1380775691621388288, 'id_str': '1380775691621388288', 'indices': [3, 16]}]","Lafayette, Louisiana",RT @LongCovidNYC It is really something to see new research coming out about damage to the brain heart and more from #Covid And then,#COVID
30,2021-06-18 17:57:55+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Winnie_Byanyima: We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our…",0.0,0.0,en,,saanchi_saxena,153,350,,['#COVID'],"[{'screen_name': 'Winnie_Byanyima', 'name': 'Winnie Byanyima', 'id': 355696940, 'id_str': '355696940', 'indices': [3, 19]}]",,RT @WinnieByanyima We are dying Ugandans need the world to stand with them We need oxygen PPEs #COVID vaccines and money to pay our,#Covid
31,2021-06-18 17:57:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ern_reconnet: #ERNReCONNET meeting: #SLE and #COVID19 #vaccines 

""That's the reason why ERNs were developed...""

#patientsinvolvement…",0.1,0.3,en,,NatxRP,70,305,,"['#ERNReCONNET', '#SLE', '#COVID', '#vaccines', '#patientsinvolvement']","[{'screen_name': 'ern_reconnet', 'name': 'ERN ReCONNET 🇪🇺', 'id': 883260824546148352, 'id_str': '883260824546148352', 'indices': [3, 16]}]","Barcelona, Espanya","RT @ernreconnet #ERNReCONNET meeting #SLE and #COVID #vaccines 

Thats the reason why ERNs were developed

#patientsinvolvement",#WeCanDoThis
32,2021-06-18 17:57:59+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @WHOAFRO: ""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Afri…",0.16666666666666666,0.16666666666666666,en,,yuccaldo,1309,2619,,"['#COVID', '#Afri']","[{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [3, 11]}]","#mRNA/@pfizer 1.shot, 23.04","RT @WHOAFRO Africa needs millions more doses here amp now to curb the third wave

In the midst of a third wave of #COVID cases in #Afri",#Arizona
33,2021-06-18 17:58:01+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @EU_Commission: A new @EurobarometerEU survey shows 79% of Europeans intend to get vaccinated against #COVID19 this year. But people age…,0.13636363636363635,0.45454545454545453,en,,CaleEuropaEdic,2228,2720,,['#COVID'],"[{'screen_name': 'EU_Commission', 'name': 'European Commission 🇪🇺', 'id': 157981564, 'id_str': '157981564', 'indices': [3, 17]}, {'screen_name': 'EurobarometerEU', 'name': 'Eurobarometer', 'id': 304876789, 'id_str': '304876789', 'indices': [25, 41]}]",,RT @EUCommission A new @EurobarometerEU survey shows  of Europeans intend to get vaccinated against #COVID this year But people age,#COVID
34,2021-06-18 17:58:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Winnie_Byanyima: We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our…",0.0,0.0,en,,chloekam09,478,441,,['#COVID'],"[{'screen_name': 'Winnie_Byanyima', 'name': 'Winnie Byanyima', 'id': 355696940, 'id_str': '355696940', 'indices': [3, 19]}]",,RT @WinnieByanyima We are dying Ugandans need the world to stand with them We need oxygen PPEs #COVID vaccines and money to pay our,#COVID
35,2021-06-18 17:58:08+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Global Partnership is needed to achieve Global Elimination of Cervical Cancer Globally.
#COVID19 has shown that we… https://t.co/sqkhlN56Ld",0.0,0.0,en,,runciecwc,6467,2529,,['#COVID'],[],Nigeria,"Global Partnership is needed to achieve Global Elimination of Cervical Cancer Globally
#COVID has shown that we httpstcosqkhlNLd",#covid
36,2021-06-18 17:58:09+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…",0.6444444444444445,0.9111111111111111,en,,Renee98929893,12,152,,"['#WeCanDoThis', '#COVID']","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]",,RT @CDCDirector Im pleased to welcome the #WeCanDoThis bus to Atlanta today Remember there are  easy ways to find a #COVID vaccine n,#vaccines
37,2021-06-18 17:58:15+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @LongCovidNYC: The US government is lying to us by pretending #Covid19 is over. It is not over. People are still dying daily. Vaccines a…,0.0,0.0,en,,corrigan_david,2898,5001,,['#Covid'],"[{'screen_name': 'LongCovidNYC', 'name': 'LongCovidNYC', 'id': 1380775691621388288, 'id_str': '1380775691621388288', 'indices': [3, 16]}]","Los Angeles, CA",RT @LongCovidNYC The US government is lying to us by pretending #Covid is over It is not over People are still dying daily Vaccines a,#Karur
38,2021-06-18 17:58:28+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @wkrafchik: IBP South Africa and partners wrote to the Gauteng government in October last year highlighting that residents in Emfuleni I…,0.0,0.06666666666666667,en,,guyinthecorner1,249,375,,[],"[{'screen_name': 'wkrafchik', 'name': 'warren krafchik', 'id': 207415700, 'id_str': '207415700', 'indices': [3, 13]}]",South Africa,RT @wkrafchik IBP South Africa and partners wrote to the Gauteng government in October last year highlighting that residents in Emfuleni I,#COVID
39,2021-06-18 17:58:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @VaxHuntersCan: [MB] 🌸 WINNIPEG 🌸 
Available mRNA vaccines!
📍 Atlantic Medical Centre (1054 McPhillips Street)
📞: 204-505-1580
Call to c…",-0.08333333333333333,0.4666666666666666,en,,SandyBiback,910,575,,[],"[{'screen_name': 'VaxHuntersCan', 'name': 'Vaccine Hunters Canada', 'id': 1373531468744552448, 'id_str': '1373531468744552448', 'indices': [3, 17]}]",Canada,"RT @VaxHuntersCan MB  WINNIPEG  
Available mRNA vaccines
 Atlantic Medical Centre  McPhillips Street
 
Call to c",#TamilNadu
40,2021-06-18 17:58:43+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @geoffreyyork: More than 10,000 new cases in South Africa's latest report. Positivity rate above 20%. The third wave continues.
 (And tw…",0.22727272727272724,0.39090909090909093,en,,FortuneThembo,214,855,,[],"[{'screen_name': 'geoffreyyork', 'name': 'Geoffrey York', 'id': 42953038, 'id_str': '42953038', 'indices': [3, 16]}]","Johannesburg, South Africa","RT @geoffreyyork More than  new cases in South Africas latest report Positivity rate above  The third wave continues
 And tw",#KarurDistrict
41,2021-06-18 17:58:53+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @doritmi: At least one take away seems to me to be that universities may still find themselves facing litigation even if they don't mand…,-0.3,0.4,en,,JonathanKuo11,19,103,,[],"[{'screen_name': 'doritmi', 'name': '(((Dorit Reiss)))', 'id': 54886540, 'id_str': '54886540', 'indices': [3, 11]}]",,RT @doritmi At least one take away seems to me to be that universities may still find themselves facing litigation even if they dont mand,#KarurCovid
42,2021-06-18 17:59:01+00:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",With the vaccination programme well underway it is important that employers continue to ensure their staff can find… https://t.co/THVSYBFinh,0.4,1.0,en,,TamesideCouncil,29688,1104,False,[],[],"Ashton-under-Lyne, England",With the vaccination programme well underway it is important that employers continue to ensure their staff can find httpstcoTHVSYBFinh,#Vac
43,2021-06-18 17:59:10+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Not yet vaccinated against COVID-19? Sign up for an appointment and let’s stop the spread! #WeCanDoThis #Arizona 

https://t.co/6SJjjtquRx",0.0,0.0,en,,realjacobsumner,974,1329,False,"['#WeCanDoThis', '#Arizona']",[],"Glendale, AZ","Not yet vaccinated against COVID Sign up for an appointment and lets stop the spread #WeCanDoThis #Arizona 

httpstcoSJjjtquRx",#COVID
44,2021-06-18 17:59:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CDCgov: You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14…",-0.0625,0.25,en,,HIPhealthy,9396,7492,,['#COVID'],"[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]","Miami, Florida",RT @CDCgov You can get a #COVID vaccine and other vaccines including flu and shingles at the same visit You no longer need to wait ,#COVID
45,2021-06-18 17:59:14+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Rimmel_Mohydin: HOARDING VACCINES IS COSTING LIVES.,0.0,0.0,en,,Morteza22047559,784,601,,[],"[{'screen_name': 'Rimmel_Mohydin', 'name': 'Rimmel Mohydin', 'id': 1127502992, 'id_str': '1127502992', 'indices': [3, 18]}]",Canada,RT @RimmelMohydin HOARDING VACCINES IS COSTING LIVES,#COVID
